"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"República Checa","CZE","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","977862179000","1192407919000","1378569199000","1583861000000","1802008000000","1941417000000","2124817000000","2211185000000","2339878000000","2506491000000","2594203000000","2728527000000","2933359000000","3133797000000","3311134000000","3610981000000","3796564000000","3681334000000","3693948000000","3734479000000","3825992000000","3879664000000","4047450000000","4308149000000","4473261999999.98","4821381000000","5112634000000.01","5440320000000.01","5496111000000.01","",
"Alemania","DEU","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1479439064000","1591639954000","1707148554000","1753917767000","1829089211000","1892016000000","1921656000000","1957405000000","2002895000000","2045234000000","2097226000000","2157280000000","2174801000000","2189106000000","2276187000000","2307203000000","2425419000000","2535845000000","2570665000000","2500874000000","2615840000000","2762535000000","2811180000000","2876449000000","2986082000000","3095143000000","3212503999999.99","3345005000000.01","3476173000000.02","3585962999999.99","3461285000000","",
"Djibouti","DJI","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358105109000","389391580999.999","427111577500","448488778000.001","466478458800","510171005200","574175999999.998","583959325099.999","",
"Dominica","DMA","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","517772811.348337","558620780.240594","597346832.750515","630013780.566763","667148837.878418","687750077.224839","719704509.307115","753040232.559361","808788589.907037","805570972.429069","794210000","850761000","824218000","853996300","901440800","905245300","1013168300","1084749900","1187602600","1283629999.99999","1307840000","1324290000","1286460000","1292730000","1499560000","1401990000","1510460000","1373380000","1490240000","1624452300","1398662200","",
"Dinamarca","DNK","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","826398565000","858833972000","894184571000","905488125000","971273153000","1017782000000","1066712000000","1125398000000","1169118000000","1228443000000","1296707000000","1351297000000","1392723000000","1423890000000","1507852000000","1598768000000","1702638000000","1747575000000","1821561000000","1739327000000","1840547000000","1885798000000","1937794000000","1990778000000","2053229000000","2098866000000","2159619999999.99","2240962999999.99","2315916000000","2385019000000","2408204000000.01","",
"República Dominicana","DOM","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76077562179.9777","121244948236.866","142209826218.352","157795052996.76","179547352055.648","208147309093.915","230211199952.172","274356307879.186","311378967547.223","341495174301.509","383654444048.833","416925670299.964","465905173072.097","598967892543.061","877052063186.758","1045632379734.66","1222817240440.56","1386003158500","1601277853199.99","1674125621000","1912210282700","2124319968899.99","2291662833699.99","2495506901400","2784215826900.01","3073360626000.01","3337401050600","3622310660599.99","4053051872300","4353472837200","4238440531499.99","",
"Argelia","DZA","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","535485002599.999","797437976199.999","1001034260500","1125146247100","1430678704100","1886218068000","2429842571300","2652090368000","2713022103500","3085743540000","3919558400000","4103107000000","4345370000000","5057382000000","5889659000000","7188855000000","8172901000000","9225732000000","10957475000000","9865935000000","11958414000000","14439477000000","16004319000000","16318168000000","16830890000000","16278502000000","17343886000000","18594521999999.9","19880066999999.9","19999859999999.9","18010535999999.9","",
"Asia oriental y el Pacífico (excluido altos ingresos)","EAP","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"inicial del dividendo demográfico","EAR","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Asia oriental y el Pacífico","EAS","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europa y Asia central (excluido altos ingresos)","ECA","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europa y Asia central","ECS","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14021973000","15863041000","17141191000","18068948000","21757419000","23496668000","24190880000","27121072000","26797406000","18328750000","17095001000","23235924000","27296182800","30940439900","34751628400","39691563800","44974439600","48973356000","60290373000.0002","61241509999.9998","68569173000.0002","78067842999.9998","86587423999.9997","93662123999.9998","100144291000","97501256999.9997","98028638999.9998","101858207000","104605438000","104934502000","95983572000.0002","",
"Egipto, República Árabe de","EGY","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93336697300","113231788800","139808859900","155941703200","175727003200","205107500600","230881625600","267632629000","290300128000","309333479200","341690835500","362675265000","379326310000","416942560000","484026728000","536974662000","620751525000","751520670000","902978350000","1043046336000","1182550503000","1335952405000","1635823600000","1812628720000","2079378981000","2401599322000","2672955645000","3402751680000","4325811508000.02","5128771424000.01","5672995380000","",
"Zona del Euro","EMU","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1950464898.14296","2182287199.79721","3232587293.51967","3747620000","4359653400","4919800500","5520201900","5666215000","6803397300","8482247500","10094830600","11943086700","15080211200","16735699500","18487813900","20152731400","21039683300","28298204100","24137019900","31387373100","","","","","","","","","","",
"España","ESP","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","324993920000","356475098000","383543497000","398400715000","418187429000","456812486000","482305015000","513117180000","548896529000","590312000000","643218000000","691291000000","741062000000","795682000000","851424000000","914553000000","985258000000","1049146000000","1078741000000","1048849000000","1057075000000","1044991000000","1022852000000","1013534000000","1028374000000","1077348000000","1116592000000","1162299999999.99","1204988000000","1247062000000","1128541000000","",
"Estonia","EST","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5938888000","6644402000","7409374000","8237243000.00001","9229401000.00001","10821301000","12819107000","15128310000","15769600000","13781300000","14070500000","15977500000","17307400000","18575500000","19609500000","20326900000","21443299999.9999","23283100000","25432100000.0001","27476299999.9999","26780190169.6902","",
"Etiopía","ETH","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25692626362.5082","28413530161.9613","29961593329.8038","38252056103.007","40606379109.0296","48742338841.1979","55080633181.2167","56578784087.4044","54690429845.1133","58889085074.2749","66669899900","68121982400","66609205500","73428324900","86778167000","106980100200","132318287600","173433565500","250390842500","337531196400","384481486400","513958341000","745666698000","864978283000","1057899776000","1292686340000","1562975000000","1821901900000.01","2190270000000.01","2674210500000","3356079499999.99","",
"Unión Europea","EUU","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Frágiles y situaciones de conflicto afectados","FCS","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finlandia","FIN","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89393691999.9999","84513103000","81359981999.9999","81700944000","87151175999.9999","95667999999.9999","99779999999.9999","109150000000","118153000000","125646000000","135592000000","144575000000","148936000000","150855000000","159875000000","165374000000","174470000000","187619000000","194591000000","184004000000","190577000000","198756000000","201977000000","205160000000","208968000000","213464000000","218507999999.999","226414000000","234406000000.001","241311000000","240204999999.999","",
"Fiji","FJI","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1909700000","1983500000","2228000000","2438900000","2547000000","2715700000","2948000000","2963500000","3174000000","3686400000","3643100000","3730300000","4041600000","4363100000","4693600000","5113300000","5116400000","5318427500","5476101400","5591656600","5837638100","6560555000","6847005300","7564829700","8741632400","9225710300","9757598800.00005","10190451600","10899455594.7145","10900430401.2719","9228387146.99713","",
"Francia","FRA","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1057214000000","1094565000000","1135394000000","1147630000000","1183704000000","1222352000000","1262933000000","1308498000000","1369514000000","1428941000000","1501943000000","1565933000000","1604367000000","1652309000000","1727610000000","1796143000000","1885128000000","1979923000000","2035781000000","1980957000000","2041476000000","2113091000000","2134475000000","2164612000000","2196359000000","2245909000000","2281388999999.99","2349163000000.01","2418095999999.99","2489932999999.99","2339190000000","",
"Islas Feroe","FRO","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia (Estados Federados de)","FSM","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","218000000","223300000","232663800","228791600","209127900","219545400","226023100","239347500","246016700","246760900","249179300","247072600","258632899.999999","262084600.000001","267150600","270372299.999999","296756800","307507200","320855800","342609600","342707900","344654300.000001","375852000","387000200.000001","416554700","412197400","454357099.999999","456483600","",
"Gabón","GAB","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1558072234913.21","1466917219688.36","1383624576362.23","1408838308113.36","2201262722853.92","2303691246353.66","2711497117669.91","2892677113652.26","2512760583773.45","2707039070827.81","3287922704315.6","3217827000000","3367585999999.99","3361763000000.01","3468244000000.01","4547504000000","4684579000000.02","5085280999999.99","5979384999999.99","5049192999999.99","6177241556499.98","7403892503199.99","7891654229800","7848544739900","8520399566800","7797324892900.01","7665279545399.98","8120907682300","8751044250599.98","9088144141299.99","8347926911899.99","",
"Reino Unido","GBR","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","628669417000","663354865000","696141160000","732424661000","783948214000","826694183000","880719085000","938478724000","1002723137000","1038497000000","1102546000000","1150098000000","1205726000000","1275950000000","1336493000000","1418233000000","1477918000000","1544957000000","1583444000000","1545005000000","1612860000000","1675302000000","1703599000000","1756800000000","1837310000000","1889064000000","1966100000000","2069946000000","2143850000000","2242225000000.01","2124075000000","",
"Georgia","GEO","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148200","16120000","886261000.000001","2324238700","3779448000","4720201500","5287138000","5966101500","6117021100","6715460000","7478835300","8584483200","9965759800","11731112200","14076722400","17053938000","18986495600","17913166200","21434128000","24760419700","26942615900","28065635900","30718242100","33166388100","34175996600.0001","38765500800","42864318400.0001","47060392200.0001","46969939270.9657","",
"Ghana","GHA","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","304158766.977309","384557161.76922","444546536.115656","613251934.356127","823536764.730674","1226321715.20322","1793640456.94941","2234404780.74734","2736743167.70062","3254412719.30534","4271366646.12865","6023773269.81787","7728032758.87995","10459404048.7209","12624536479.3518","15468259902.4778","18588392800","23023354500","30055844200","36465124500","45278268100","57956609300","71490377300","121009250800","150391818599.999","178007679800.001","210978989900","249856599800","294698315700","341882170400","396044777299.999","",
"Gibraltar","GIB","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2468635618491.05","3189022451377.26","4192700702624.35","4488764328946.45","4746064840629.01","5259518293656.93","5574639149289.19","5921329773787.82","6323311543829.28","6892396433700.7","7501643733271.7","7877252636165.28","8434832403170.76","9487407465589.84","11291208022327.6","14589480227140.9","21517652101100","26104844364800","31627326499100","31440875480600","38801906212500","44287540881600","52505946617099.8","55065831441500.2","59580265105700.1","64756898972700.2","75751686713599.9","93373770439599.9","103159737688100","118047789069700","137163995215600","",
"Gambia","GMB","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3310264277.41007","3743361238.94333","4174708997.17736","4528265193.80022","4713098301.64015","4977674051.72627","5233006224.24409","5630052656.52495","5961608440.67919","6588360596.55181","7073073359.88248","8596328127.08775","9550275234.08982","13247311300","28266481500","28725617100","28880500500","31187555400","34091391700","37892255200","42392974500","40592853200","44450739300","48396734600","50100074300.0001","57176231700","63183112800.0002","68823196000.0001","79039805299.9998","89226536100.0002","94614901400.0002","",
"Guinea-Bissau","GNB","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14012151776.88","24399815008.3954","40853807592.4918","61993632635.6576","79075697063.8783","118694136694.252","184671188433.046","266017250104.088","205059756960.439","233289609822.217","254726000000","275907000000","283746000000","270480000000","275145000000","303486127300","306545814100","331881678600","381127279099.999","385584989800.001","418714253699.999","521324507299.999","507828123599.999","506767147399.999","539331440699.999","634849921200.001","716307230600.001","785589395300.001","807341534500.001","861300000000","838199999999.998","",
"Guinea Ecuatorial","GNQ","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40380576290.8256","42210673341.8854","48777169013.4787","51928076161.339","65606188027.1841","77033599967.4744","126336553329.394","292206608699.651","227304363641.281","418229458906.789","568657081135.782","556586624973.344","720446266049.48","706821221500.087","1056403266378.34","2201131604900","4151503000000","5008695820000.02","6554450999999.99","4692989000000","4739365000000.01","6512288224400","7578816767199.98","7410401785599.98","7305824408300.01","5879610799700.03","5161558359299.97","5216347977999.97","5569450740000","4880590005800","4290722740700.02","",
"Grecia","GRC","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","213818494000","226699453000","234782799000","232261354000","219166150000","197672490000","189956878000","179877759000","178386494000","176225296000","173644201000","176016497000","177578084000","181584671000","164620506000","",
"Granada","GRD","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","720054234.087316","794805524.803217","824414605.446312","815002743.126427","855460378.532309","889100814.262369","950726895.133353","1014923999.48598","1143180060.45336","1232577633.96334","1312999800","1293299300","1330398800","1459419700","1441598100","1801138000","1808502700","1937497000","2114813699.99999","1912224600.00001","1974066200","2016584700.00001","2067119900","2195158100.00001","2237373100","2376193700","2604466100","2710948000","2842835200","2957962400","2843636799.99999","",
"Groenlandia","GRL","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5856000000","6052000000","5815000000","5612000000","6048000000","6498000000","6744000000","6881000000","7505000000","7694000000","8433000000","8798000000","8988000000","9155000000","9585000000","9968000000","9856576400","11117015700","","","","","","","","","","","","","","",
"Guatemala","GTM","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29228072008.3436","40980943683.0714","46631879357.907","55692795580.8032","64758964293.3886","73782753066.09","82362134876.0461","93188966299.4276","107629229549.164","117175777812.778","129741073465.821","143975628000","157418235600","168811548300","184098045300","200760452500","220961724000","251110034100","286296145000","297054878300","319433235400","354802567300","380469807200","406672198700","435595754499.998","464644702700.002","491169511700.001","515477419999.998","539142355900.001","581936057799.999","588584032900.002","",
"Guam","GUM","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34902565229.552","82269929406.4782","102972548962.746","135818992101.54","175436548617.429","208356551715.49","240146159847.863","256092449539.118","261405678267.851","296781241422.559","316834774865.06","323719731380.073","335449615973.636","351642486065.156","384044579205.189","407874178823.443","443652958996.095","550344060348.841","613016749910.341","642193154921.392","701666441048.115","751203720742.5","835223865500","861904393800","857654948300","888886946100","924723981500.002","978127942900.004","988711017800.004","1069005867800","961313611100","",
"Ingreso alto","HIC","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong, Región Administrativa Especial","HKG","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","582548979700","668512026599.999","779334975499.999","936210999999.999","1051860000000","1128818000000","1224628000000","1371972000000","1333641000000","1312098000000","1348246000000","1351595000000","1305731000000","1288895000000","1344927000000","1419589000000","1538864000000","1703567000000","1807994000000","1709007000000","1813928000000","1987256000000","2066514000000","2178824000000","2306612000000","2442656000000","2553031000000","2774936000000","2969934000000","2988277000000","2836957000000","",
"Honduras","HND","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18875686438.3604","22933653498.0707","25009838169.8327","30237320784.8443","36746021846.7072","48162688334.5164","57969938876.1919","71486213841.8891","82047683391.9869","88316210197.0267","103348800000","114416300000","124261500000","136455900000","153218700000","175141100000","196227499999.999","226009100000.001","254721400000","270174400000","285514000000","317216199999.999","336354799999.999","350004100000.001","381311900000","429017700000","461207600000","510167300000","530001300000","567989600000.001","545752800000","",
"Países pobres muy endeudados (PPME)","HPC","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croacia","HRV","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118551361293.283","130266972825.298","148143289345.658","162929133769.048","164828163734.333","177443737871.448","190118679037.299","209515033524.991","226765814094.866","248820826201.263","265849803687.935","289292818968.903","317312645065.154","337828918310.553","320961684789.96","321018586018.235","326667121198.057","323370227022.893","329269188950.349","328358411727.557","341911054413.739","345417821798.745","366963606579.383","385219497537.102","406118649384.21","379759418496.24","",
"Haití","HTI","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26587834556.7271","31058013901.5419","35555840083.2224","39783840189.3408","55047653295.352","70298592554.6363","80592751749.3127","93244716140.5638","108698395004.477","119418011260.634","133511622900","150659275000","163685915200","194689752900","239074544400","278697717400","311889282400","356231888400","401446154900","472316131700","478942450300","525646878600","572260289400","644033268399.998","677762342499.999","722227981999.998","847370691000.003","990759519800.001","1079701646600","1248191829900","1452746020400","",
"Hungría","HUN","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3601534097000","4412306355000","5585357481000","6800442889000","8296160374999.99","9794892060000","10882873000000","12550147000000","14504986000000","16442587000000","18063097000000","19824375000000","21182957000000","22846953000000","23797937000000","25465519000000","25375486000000","26203046000000","27167812000000","27778685000000","29479849000000","31334612000000","33301654000000","35237542999999.8","37692333000000.1","41693069000000.1","46280134999999.9","46698665000000","",
"Sólo BIRF","IBD","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BIRF y la AIF","IBT","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"total de la AIF","IDA","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"mezcla de la AIF","IDB","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185981700000000","216550900000000","247437700000000","317223200000000","371971300000000","441148000000000","518295800000000","609340400000000","901859800000000","1.0159674E+15","1.2976081E+15","1.5852708E+15","1.7673203E+15","1.9362607E+15","2.19047608736E+15","2.6392806134E+15","3.19694789134E+15","3.788408515E+15","4.7728232202161E+15","5.4099838207075E+15","6.6813622443577E+15","7.61483330696799E+15","8.37251154682554E+15","9.26080778247407E+15","1.0215312164734E+16","1.11439930341586E+16","1.2004715451389E+16","1.31592199221719E+16","1.43965722535691E+16","1.53512143433903E+16","1.50184937873098E+16","",
"Sólo AIF","IDX","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isla de Man","IMN","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","508948000","549307000","573414000","583835000","608529000","650775000","712892000","801396000","906929000","1031778000","1101580000","1209926000","1310063000","1433659000","1593817000","1733885000","1944910000","2183723000","2370020000","2460622000","3871381000","4176651000","4316004000","4606851000","4652281000","4468249000","4521903000","4945720000.00001","5330380000","5459048000","","",
"India","IND","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5685642055692.79","6521834835400","7495509317400","8639124253800","10144870589300","11920986758200","13817339747000","15320888758400","17573290117100","19728305729000","21171526906300","22951749571000","24759237846800","27718221413900","31639569237500","36060086607100","42213949837900","48781500590600","54812293846600","63284065417200","75526651043700","86595047113700","98272501041500.3","110936378038600","123205294184400","136120948092900","150773840000000","169052297185800","186846324403800","201578992022600","195613481240301","",
"No clasificado","INX","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Irlanda","IRL","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35194902000","36670349000","38467316000","41731279000","45087396000","50077000000","55299000000","62698000000","72044000000","80931755000","94581071000","104292512000","114020943000","125504556000","134877539000","147493184000","162161020000","170375846000","162116437000","141616408000","140170420000","139354093000","141557871000","151328755000","164569922000","202000536000","219969914000.001","235745414999.999","252522014999.999","276706429000.001","283736408999.999","",
"Irán, República Islámica del","IRN","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37970533272214.2","53880694774500.3","71900295456000.3","106164033406201","139097653432301","196365433151101","269191999847201","315951576789102","353298941560202","476115304756603","629203926544504","740041674222104","1.02649143617961E+15","1.26048649318461E+15","1.63437629930841E+15","2.02623407846251E+15","2.44323665897651E+15","3.25615935966402E+15","3.90050743322882E+15","4.10625895789472E+15","5.03663010392492E+15","6.39682130317753E+15","7.39354428912281E+15","1.00018007095564E+16","1.15518525065E+16","1.14430303307934E+16","1.31915618E+16","1.5345033E+16","1.92339711541458E+16","2.44313141258129E+16","3.49986603455034E+16","",
"Iraq","IRQ","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55089200000.0003","41801100000.0001","113829100000","321632900000","1658326200000","6693624900000","6498496200000","14895735800000","16897265500000","33860186200000","49897180000000","41020010200000","40319581600000","29618507000000","53311558700000","66869560200000","90385229008300.1","107608093377600","161184195633300","134264467400000","163928609500001","217049817400000","255460461200000","272351067820000","264812657500001","192911053196399","195078803300000","219959920700000","266844330500001","276506657400000","196616503733301","",
"Islandia","ISL","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","453385026600","489350941200","528420637600","591443484200","636986330400","683040241600","775279864000","855519172800","869750893700","936070645700","1008847277900","1121974504900","1297522565600","1237723148100","1304878870900","1359397669000","1489727267600","1611600311400","1867813833000","1973026857200","2182437000000","2395281000000","2560510853242.01","2699450806462.64","3020324021699.99","2853888941449.72","",
"Israel","ISR","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","294940063000","341052443000","382412695000","425986148000","464164707000","506395224000","527300556000","553052622000","557675497000","589896129000","634651338000","684098506000","735033745000","762449555000","798263059000","861136950000","925912106000","970894505000","1040689115000","1105818152000","1156348178000","1214141373000","1272400909000","1340594772000","1410432777000","1387111364000","",
"Italia","ITA","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","721988007000","787065543000","826681371000","853258984000","901218103000","976250200000","1035751500000","1087357200000","1132595800000","1172860700000","1236773300000","1300145100000","1344235800000","1387969200000","1449916300000","1495981700000","1558846700000","1616086100000","1622731700000","1576263000000","1607865500000","1644585700000","1622373100000","1609956300000","1627547700000","1643911100000","1700655700000.01","1746275800000","1790955199999.99","1810448900000","1673895200000","",
"Jamaica","JAM","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28541513391.8958","45463464142.7728","76107146169.6036","133643425312.799","172490297154.555","222904560524.888","271797304119.352","293219282539.135","309910945000","334000030700","372048303600","402785841700","441248830500","511516864700","587010998100","658160805500","743861967400","839854822200","956099445700","1006611261300","1109652280400","1196174828700","1296410421500","1398606361300","1508799635000","1608212823700","1686545958900","1841132907700","1950440588500","2051575755000","1902200097700","",
