"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Belarús","BLR","Agricultura, valor agregado (US$ a precios actuales)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4968000000","4000000000","3888888888.88889","2793388429.75207","2029204431.01712","2203001634.32544","2228076923.07692","1895740255.73872","1836043184.18314","1541655468.42095","1540755557.2971","1278776978.41727","1478168620.88219","1539541686.98196","2048333333.33333","2573259052.92479","3170209790.20979","3759459459.45946","5265917602.99625","4136770497.67275","5087948976.1665","4941708542.71357","5340890008.39631","5142792792.79279","5755770735.52426","3547218385.03077","3290611178.12626","4140506132.58811","3956124852.76796","4376422220.09752","4115223807.18151","",
"Belice","BLZ","Agricultura, valor agregado (US$ a precios actuales)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","39500000","42600000","45278871.8677915","43907133.8904803","34680262.7727895","35715055.5987717","38007203.9633874","36927695.8970936","41331317.5495266","53536579.9517875","57969483.444351","63827925.404616","71101969.493573","70554350","79826050","81513800","84741250","95711000","98106700","97728900","98372750","110384500","121892700","114244550","118376200","143586000","151625100","148575800","155161200","148826100","150222750","148146950","160621450","170189500","204458000","216563850","228810250","222543000","198595000","208153600","183117850","177791700","175245314.319617","",
"Bermudas","BMU","Agricultura, valor agregado (US$ a precios actuales)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21563100","23462600","21915200","23271000","23281000","25481000","31319000","34407000","37858000","39025000","","","","","18981000","19755000","17948000","21226000","13541000","15165000","21184000","19620000","16980000","16397000","","",
"Bolivia","BOL","Agricultura, valor agregado (US$ a precios actuales)","NV.AGR.TOTL.CD","","","","","","","","","","","198400673.400673","217424242.424242","242121098.157202","254122938.530735","446226886.556722","501249375.312344","563168415.792104","651224387.806097","695102448.775612","798057177.025285","774877650.897227","1019575856.44372","905235852.958483","1053404135.9064","1329119777.03442","1022523515.49557","670448916.730837","708549529.162713","723452498.468242","719806589.193366","747349061.510094","830456906.663688","812957825.919754","840013364.282197","911798073.801537","997834718.663417","1049235998.89646","1182372532.97299","1072851853.86835","1098434725.75872","1088857604.91631","1079214003.54175","1024164993.0265","1085238275.53792","1168832913.30645","1126096130.71993","1252553672.17535","1313482015.48808","1741200419.98812","1933826638.17664","2041578158.51302","2341089130.30829","2657574739.84731","3055810019.28027","3213900497.14243","3379053352.34863","3791860331.04654","4347002547.8078","4625797181.9544","4998127218.53273","5128520783.1514","",
"Brasil","BRA","Agricultura, valor agregado (US$ a precios actuales)","NV.AGR.TOTL.CD","2679301006.89669","2604792800.57867","3095469467.44058","3482148271.75638","3359593665.25553","3633362054.60904","3603489773.5958","3980945162.09314","4006319533.33873","4148971365.68338","4390904238.75018","5419467730.85808","6479656891.15567","9074168979.6725","11805727206.0522","13215473676.3705","17488792499.4264","22780422683.1598","20635507897.7901","22271744190.9144","23384778420.9235","25397776715.1497","22711381551.5812","19977112648.1064","21839449808.1673","23417382758.3592","26626058417.942","26493865934.7073","30206070508.5321","29294683626.8754","27207947090.751","23438952571.9329","22336771491.159","24963490646.4986","45822702615.4552","38556420513.4265","40551829349.9816","41378637645.5403","41026659683.101","27859260100.027","31136803821.0567","26885058532.6992","27912692470.5143","34427303082.0226","37917325438.3347","41471394538.8108","48403772199.8855","61709354850.7153","77464150555.3014","74627656568.5934","90910397753.9391","113594412696.428","102758806761.512","111447154147.183","106238887980.752","77840229295.0924","87833706966.207","94933885411.9654","84736124299.3003","82657378507.1397","85319724464.4154","",
"Barbados","BRB","Agricultura, valor agregado (US$ a precios actuales)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","46277412.0093065","38326180.2575107","45697129.75882","45592402.9234823","54591557.6990006","75672450.653806","64077959.5286631","60657286.3322229","67419082.1856511","69208969.3233232","68612340.2774325","72788743.5986675","85317953.5623726","85964301.6954209","74678068.9106548","69308407.4976383","69855317.4563715","67250000","66424700.4424999","52503356.0383831","70998856.4609954","78804753.1447323","66772734.0526028","56182568.4880426","68910654.8003779","61050000","64700000","58700000","63500000","56600000","60600000","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Agricultura, valor agregado (US$ a precios actuales)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","14362509.7459888","15603255.5981951","15784361.3404565","17627285.3980487","21108179.4195251","25292007.7255587","31290864.9355502","30292990.0127799","35981308.4112149","37860861.3345954","40316909.6619943","42725330.6667879","45467070.8184073","53181386.5147199","59630292.1884317","28707173.2553966","34013517.2413793","37833005.3253068","40379987.7225292","44232145.0674588","48995286.1071101","54986947.9328348","57402836.8794326","63789129.8491379","57132648.1835564","56809085.5457227","61476624.1299304","63548138.6392811","63900871.2163521","80143496.7282746","88756892.675423","90223624.1288152","80999433.5703946","84466856.8774467","91518487.1577759","97552591.7778083","100476714.3381","106526750.934097","124839948.783611","123881074.168798","147513812.154696","142555822.241618","137224498.660682","131765732.493301","138064496.997554","132815936.079754","146171280.11944","",
"Bhután","BTN","Agricultura, valor agregado (US$ a precios actuales)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","51267311.780579","52345714.3575522","54197762.494785","59711962.4360285","61727126.680638","64470034.747595","73215704.5987266","80143209.3851211","94868330.3150266","85807917.6086913","90930863.6896139","72496591.9085312","73248981.4814815","64613899.639226","78705884.603124","80888143.6941104","82465966.6948913","96137223.9052602","93911393.6015511","96383388.2954018","103005529.595016","106901269.336724","120844350.956593","133715684.84328","148312023.389232","160981297.052154","169440141.699958","195541100.644522","201126623.943804","199791276.988264","228840120.89455","254046453.327048","248737735.135823","247472138.88576","276803714.597039","289256829.493748","310775914.386869","368378522.640721","391284480.804802","400231893.360295","445312319.461116","",
"Botswana","BWA","Agricultura, valor agregado (US$ a precios actuales)","NV.AGR.TOTL.CD","13145100.2383289","13794599.1325031","14498247.5816627","15132392.0033552","16051442.9109159","15496300.4327796","20223152.0223152","24198047.4198047","28940027.8940028","29940119.760479","31756002.2333892","42040988.2088714","54283126.2939959","80752053.0182971","97277409.8601913","97836375.9296822","91766329.3468261","102078384.7981","108850519.198261","118650306.748466","134778692.743181","132843313.015418","104253666.116345","93445163.6429939","85528342.5754775","66014926.9420793","73625671.8641903","122729167.907559","148939079.076889","144845898.059457","171566783.122816","172571923.229125","192099066.217946","188085510.296727","159986590.181033","219392540.220763","178930268.936887","177851429.8236","151707328.616389","164021278.436121","161766435.37575","142196808.874889","131925787.793546","204494333.218853","202401627.991221","181355365.76309","207660823.628287","245114941.03082","276474475.97006","289438889.742981","318136805.22845","385475388.260068","387579922.779923","342530581.385658","281491961.987946","263550202.38918","298013062.782079","296654231.980981","347647058.823529","348720237.265129","318142141.37323","",
"República Centroafricana","CAF","Agricultura, valor agregado (US$ a precios actuales)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","789330397.768847","800548834.131679","915926328.4814","924082221.686423","545673655.131529","643964149.99839","534649432.682066","582527401.023548","679527045.924546","693863405.386477","699191164.357727","765061711.021463","",
"Canadá","CAN","Agricultura, valor agregado (US$ a precios actuales)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14013433482.5942","13741152679.4742","14899374032.4426","15578075550.468","15650826446.281","15118842796.1512","18386267932.3389","22256725595.6956","22058095395.2798","22440937940.7616","23312540731.7754","27461105904.4049","21305222640.189","24150754718.8512","31664131072.9025","33118038446.1077","34978830269.318","28649089979.3945","29104161348.0672","28454713729.5458","31171032151.0368","29328725610.2532","","","",
"Europa Central y del Báltico","CEB","Agricultura, valor agregado (US$ a precios actuales)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26385488160.4348","26256813083.5409","24980926021.6147","24283487338.4755","20189505427.8825","18650994687.4991","21413608681.1856","21415932606.5219","24795940044.9831","33200892641.2557","32705835164.2945","34966822338.3471","42093667738.199","50342397468.3249","39349971328.5767","38566959942.8825","49344546505.3206","42685917481.64","47788454819.0274","47210862208.7919","37119378231.0437","38201205193.9986","44433903304.8272","45650902563.5346","44991613985.8818","45557750156.7451","",
"Suiza","CHE","Agricultura, valor agregado (US$ a precios actuales)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5606245321.04809","5324882845.18828","5069020765.18276","4510820925.82566","4582458872.55977","4935265116.27907","4148338996.76375","3670671811.47936","3556341564.3537","3253825722.274","2942628493.60493","2639208935.76677","2887817913.51213","3030539095.56694","3776583835.94692","3424160777.38516","3326825650.02393","3794223592.13595","4444735481.48832","4004230309.71418","3970026451.51845","4844413736.37142","4355933241.96869","4679044556.99742","5150264264.81759","4348277422.08759","4526424166.86184","4389035823.39649","4670853714.65581","4613870342.88446","5186171612.18168","",
"Islas del Canal","CHI","Agricultura, valor agregado (US$ a precios actuales)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
